from,to,season,weight
Abella,Belletti,2004/2005,3
Abella,Deco,2004/2005,7
Abella,Iniesta,2004/2005,15
Abella,Marquez,2004/2005,2
Abella,Oleguer,2004/2005,2
Abella,Puyol,2004/2005,10
Abella,Ronaldinho,2004/2005,1
Abella,Ruben,2004/2005,2
Abella,Samuel Eto''o Fils,2004/2005,5
Abella,Valdes,2004/2005,1
Abella,Xavi,2004/2005,13
Abidal,Adriano,2010/2011,18
Abidal,Adriano,2011/2012,55
Abidal,Afellay,2010/2011,9
Abidal,Alba,2012/2013,2
Abidal,Alexis,2011/2012,51
Abidal,Alexis,2012/2013,5
Abidal,Bojan,2007/2008,43
Abidal,Bojan,2008/2009,12
Abidal,Bojan,2009/2010,37
Abidal,Bojan,2010/2011,24
Abidal,Busquets,2008/2009,80
Abidal,Busquets,2009/2010,53
Abidal,Busquets,2010/2011,203
Abidal,Busquets,2011/2012,140
Abidal,Caceres,2008/2009,28
Abidal,Chygrynskiy,2009/2010,37
Abidal,Cuenca,2011/2012,5
Abidal,Dani Alves,2008/2009,20
Abidal,Dani Alves,2009/2010,6
Abidal,Dani Alves,2010/2011,19
Abidal,Dani Alves,2011/2012,30
Abidal,Deco,2007/2008,121
Abidal,Edmilson,2007/2008,19
Abidal,Ezquerro,2007/2008,13
Abidal,Fabregas,2011/2012,137
Abidal,Fabregas,2012/2013,3
Abidal,Fali,2007/2008,1
Abidal,Giovano,2007/2008,36
Abidal,Gudjohnsen,2007/2008,47
Abidal,Gudjohnsen,2008/2009,34
Abidal,Henry,2007/2008,185
Abidal,Henry,2008/2009,159
Abidal,Henry,2009/2010,52
Abidal,Hleb,2008/2009,21
Abidal,Iniesta,2007/2008,208
Abidal,Iniesta,2008/2009,218
Abidal,Iniesta,2009/2010,148
Abidal,Iniesta,2010/2011,236
Abidal,Iniesta,2011/2012,158
Abidal,Jeffren,2009/2010,10
Abidal,Jeffren,2010/2011,2
Abidal,Jonathan dos Santos,2009/2010,1
Abidal,Jonathan dos Santos,2011/2012,3
Abidal,Kéita,2008/2009,119
Abidal,Kéita,2009/2010,138
Abidal,Kéita,2010/2011,127
Abidal,Kéita,2011/2012,68
Abidal,Marquez,2007/2008,40
Abidal,Marquez,2008/2009,29
Abidal,Marquez,2009/2010,4
Abidal,Mascherano,2010/2011,78
Abidal,Mascherano,2011/2012,145
Abidal,Maxwell,2009/2010,11
Abidal,Maxwell,2010/2011,107
Abidal,Maxwell,2011/2012,39
Abidal,Messi,2007/2008,42
Abidal,Messi,2008/2009,53
Abidal,Messi,2009/2010,34
Abidal,Messi,2010/2011,83
Abidal,Messi,2011/2012,52
Abidal,Milito,2007/2008,173
Abidal,Milito,2009/2010,13
Abidal,Milito,2010/2011,16
Abidal,Nolito,2010/2011,1
Abidal,Oleguer,2007/2008,21
Abidal,Pedro,2008/2009,8
Abidal,Pedro,2009/2010,55
Abidal,Pedro,2010/2011,66
Abidal,Pedro,2011/2012,59
Abidal,Pedro,2012/2013,1
Abidal,Pinto,2007/2008,1
Abidal,Pinto,2010/2011,11
Abidal,Pique,2008/2009,44
Abidal,Pique,2009/2010,41
Abidal,Pique,2010/2011,118
Abidal,Pique,2011/2012,53
Abidal,Pique,2012/2013,2
Abidal,Puyol,2007/2008,57
Abidal,Puyol,2008/2009,119
Abidal,Puyol,2009/2010,57
Abidal,Puyol,2010/2011,74
Abidal,Puyol,2011/2012,51
Abidal,Ronaldinho,2007/2008,86
Abidal,Rueda,2007/2008,3
Abidal,Samuel Eto''o Fils,2007/2008,35
Abidal,Samuel Eto''o Fils,2008/2009,124
Abidal,Sergi Roberto,2011/2012,2
Abidal,Song,2012/2013,2
Abidal,Sylvinho,2007/2008,4
Abidal,Sylvinho,2008/2009,4
Abidal,Tello,2011/2012,9
Abidal,Thiago,2010/2011,5
Abidal,Thiago,2011/2012,148
Abidal,Thiago,2012/2013,6
Abidal,Thuram,2007/2008,19
Abidal,Toure,2007/2008,88
Abidal,Toure,2008/2009,87
Abidal,Toure,2009/2010,52
Abidal,Valdes,2007/2008,20
Abidal,Valdes,2008/2009,23
Abidal,Valdes,2009/2010,25
Abidal,Valdes,2010/2011,40
Abidal,Valdes,2011/2012,67
Abidal,Valdes,2012/2013,3
Abidal,Vazquez,2007/2008,1
Abidal,Victor Sanchez,2008/2009,3
Abidal,Villa,2010/2011,80
Abidal,Villa,2011/2012,47
Abidal,Xavi,2007/2008,122
Abidal,Xavi,2008/2009,96
Abidal,Xavi,2009/2010,83
Abidal,Xavi,2010/2011,135
Abidal,Xavi,2011/2012,134
Abidal,Xavi,2012/2013,4
Abidal,Zambrotta,2007/2008,3
Abidal,Zlatan Ibrahimović,2009/2010,89
Adriano,Abidal,2010/2011,39
Adriano,Abidal,2011/2012,40
Adriano,Afellay,2010/2011,29
Adriano,Afellay,2011/2012,13
Adriano,Alba,2012/2013,72
Adriano,Alba,2014/2015,2
Adriano,Alexis,2011/2012,28
Adriano,Alexis,2012/2013,42
Adriano,Alexis,2013/2014,36
Adriano,Arda,2015/2016,23
Adriano,Bartra,2011/2012,1
Adriano,Bartra,2012/2013,1
Adriano,Bartra,2013/2014,45
Adriano,Bartra,2014/2015,46
Adriano,Bartra,2015/2016,26
Adriano,Bojan,2010/2011,18
Adriano,Bravo,2014/2015,15
Adriano,Bravo,2015/2016,4
Adriano,Busquets,2010/2011,60
Adriano,Busquets,2011/2012,109
Adriano,Busquets,2012/2013,99
Adriano,Busquets,2013/2014,133
Adriano,Busquets,2014/2015,36
Adriano,Busquets,2015/2016,29
Adriano,Cuenca,2011/2012,26
Adriano,Dani Alves,2010/2011,6
Adriano,Dani Alves,2011/2012,41
Adriano,Dani Alves,2012/2013,17
Adriano,Dani Alves,2013/2014,22
Adriano,Dani Alves,2014/2015,6
Adriano,Dani Alves,2015/2016,3
Adriano,Deulofeu,2011/2012,1
Adriano,Fabregas,2011/2012,89
Adriano,Fabregas,2012/2013,131
Adriano,Fabregas,2013/2014,118
Adriano,Fontas,2011/2012,11
Adriano,Gumbau,2015/2016,3
Adriano,Iniesta,2010/2011,116
Adriano,Iniesta,2011/2012,128
Adriano,Iniesta,2012/2013,38
Adriano,Iniesta,2013/2014,226
Adriano,Iniesta,2014/2015,10
Adriano,Iniesta,2015/2016,20
Adriano,Ivan Rakitić,2014/2015,34
Adriano,Ivan Rakitić,2015/2016,17
Adriano,Jeffren,2010/2011,1
Adriano,Jonathan dos Santos,2011/2012,13
Adriano,Jonathan dos Santos,2012/2013,2
Adriano,Kéita,2010/2011,35
Adriano,Kéita,2011/2012,95
Adriano,Mascherano,2010/2011,32
Adriano,Mascherano,2011/2012,112
Adriano,Mascherano,2012/2013,64
Adriano,Mascherano,2013/2014,116
Adriano,Mascherano,2014/2015,68
Adriano,Mascherano,2015/2016,32
Adriano,Masip,2014/2015,1
Adriano,Mathieu,2014/2015,37
Adriano,Mathieu,2015/2016,21
Adriano,Maxwell,2010/2011,6
Adriano,Maxwell,2011/2012,7
Adriano,Messi,2010/2011,63
Adriano,Messi,2011/2012,90
Adriano,Messi,2012/2013,63
Adriano,Messi,2013/2014,70
Adriano,Messi,2014/2015,58
Adriano,Messi,2015/2016,10
Adriano,Milito,2010/2011,19
Adriano,Montoya,2011/2012,2
Adriano,Montoya,2012/2013,10
Adriano,Montoya,2013/2014,5
Adriano,Montoya,2014/2015,2
Adriano,Munir,2014/2015,12
Adriano,Munir,2015/2016,12
Adriano,Neymar,2013/2014,179
Adriano,Neymar,2014/2015,181
Adriano,Neymar,2015/2016,85
Adriano,Pedro,2010/2011,41
Adriano,Pedro,2011/2012,41
Adriano,Pedro,2012/2013,59
Adriano,Pedro,2013/2014,136
Adriano,Pedro,2014/2015,45
Adriano,Pinto,2010/2011,1
Adriano,Pinto,2011/2012,6
Adriano,Pinto,2012/2013,8
Adriano,Pinto,2013/2014,3
Adriano,Pique,2010/2011,85
Adriano,Pique,2011/2012,23
Adriano,Pique,2012/2013,84
Adriano,Pique,2013/2014,64
Adriano,Pique,2014/2015,19
Adriano,Pique,2015/2016,14
Adriano,Puyol,2010/2011,14
Adriano,Puyol,2011/2012,32
Adriano,Puyol,2012/2013,21
Adriano,Puyol,2013/2014,25
Adriano,Rafinha,2014/2015,40
Adriano,Rafinha,2015/2016,8
Adriano,Sandro,2014/2015,3
Adriano,Sandro,2015/2016,4
Adriano,Sergi Roberto,2013/2014,8
Adriano,Sergi Roberto,2014/2015,27
Adriano,Sergi Roberto,2015/2016,4
Adriano,Song,2012/2013,76
Adriano,Song,2013/2014,38
Adriano,Suarez,2014/2015,38
Adriano,Suarez,2015/2016,22
Adriano,Tello,2011/2012,24
Adriano,Tello,2012/2013,47
Adriano,Tello,2013/2014,33
Adriano,Thiago,2010/2011,7
Adriano,Thiago,2011/2012,137
Adriano,Thiago,2012/2013,72
Adriano,Valdes,2010/2011,10
Adriano,Valdes,2011/2012,25
Adriano,Valdes,2012/2013,15
Adriano,Valdes,2013/2014,15
Adriano,Vermaelen,2014/2015,1
Adriano,Vermaelen,2015/2016,9
Adriano,Vidal,2015/2016,1
Adriano,Villa,2010/2011,58
Adriano,Villa,2011/2012,18
Adriano,Villa,2012/2013,24
Adriano,Xavi,2010/2011,41
Adriano,Xavi,2011/2012,105
Adriano,Xavi,2012/2013,123
Adriano,Xavi,2013/2014,111
Adriano,Xavi,2014/2015,95
Adriano,ter Stegen,2015/2016,3
Afellay,Abidal,2010/2011,11
Afellay,Adriano,2010/2011,20
Afellay,Adriano,2011/2012,6
Afellay,Bartra,2011/2012,4
Afellay,Bojan,2010/2011,5
Afellay,Busquets,2010/2011,18
Afellay,Busquets,2011/2012,7
Afellay,Cuenca,2011/2012,2
Afellay,Dani Alves,2010/2011,56
Afellay,Dani Alves,2011/2012,14
Afellay,Dani Alves,2013/2014,5
Afellay,Fabregas,2011/2012,4
Afellay,Fontas,2010/2011,12
Afellay,Iniesta,2010/2011,18
Afellay,Jeffren,2010/2011,5
Afellay,Kéita,2010/2011,33
Afellay,Kéita,2011/2012,9
Afellay,Mascherano,2010/2011,15
Afellay,Mascherano,2011/2012,7
Afellay,Maxwell,2010/2011,13
Afellay,Messi,2010/2011,31
Afellay,Messi,2011/2012,12
Afellay,Milito,2010/2011,7
Afellay,Nolito,2010/2011,1
Afellay,Pedro,2011/2012,5
Afellay,Pique,2010/2011,10
Afellay,Pique,2011/2012,1
Afellay,Pique,2013/2014,1
Afellay,Puyol,2010/2011,1
Afellay,Sergi Roberto,2013/2014,2
Afellay,Thiago,2010/2011,28
Afellay,Thiago,2011/2012,7
Afellay,Valdes,2010/2011,4
Afellay,Villa,2010/2011,10
Afellay,Villa,2011/2012,4
Afellay,Xavi,2010/2011,46
Afellay,Xavi,2011/2012,5
Alba,Abidal,2012/2013,3
Alba,Adriano,2012/2013,75
Alba,Adriano,2013/2014,1
Alba,Adriano,2015/2016,4
Alba,Alexis,2012/2013,102
Alba,Alexis,2013/2014,7
Alba,Arda,2015/2016,61
Alba,Bartra,2012/2013,6
Alba,Bartra,2013/2014,3
Alba,Bartra,2014/2015,32
Alba,Bartra,2015/2016,19
Alba,Bravo,2014/2015,46
Alba,Bravo,2015/2016,43
Alba,Busquets,2012/2013,206
Alba,Busquets,2013/2014,92
Alba,Busquets,2014/2015,139
Alba,Busquets,2015/2016,169
Alba,Dani Alves,2012/2013,9
Alba,Dani Alves,2013/2014,6
Alba,Dani Alves,2014/2015,22
Alba,Dani Alves,2015/2016,12
Alba,Douglas,2014/2015,1
Alba,Fabregas,2012/2013,223
Alba,Fabregas,2013/2014,114
Alba,Gumbau,2015/2016,1
Alba,Iniesta,2012/2013,474
Alba,Iniesta,2013/2014,111
Alba,Iniesta,2014/2015,322
Alba,Iniesta,2015/2016,412
Alba,Ivan Rakitić,2014/2015,52
Alba,Ivan Rakitić,2015/2016,50
Alba,Jonathan dos Santos,2013/2014,1
Alba,Mascherano,2012/2013,125
Alba,Mascherano,2013/2014,73
Alba,Mascherano,2014/2015,171
Alba,Mascherano,2015/2016,207
Alba,Mathieu,2014/2015,187
Alba,Mathieu,2015/2016,99
Alba,Messi,2012/2013,88
Alba,Messi,2013/2014,36
Alba,Messi,2014/2015,102
Alba,Messi,2015/2016,58
Alba,Montoya,2012/2013,2
Alba,Montoya,2013/2014,2
Alba,Montoya,2014/2015,3
Alba,Munir,2014/2015,38
Alba,Munir,2015/2016,38
Alba,Neymar,2013/2014,94
Alba,Neymar,2014/2015,466
Alba,Neymar,2015/2016,643
Alba,Pedro,2012/2013,42
Alba,Pedro,2013/2014,92
Alba,Pedro,2014/2015,117
Alba,Pinto,2012/2013,4
Alba,Pinto,2013/2014,2
Alba,Pique,2012/2013,67
Alba,Pique,2013/2014,21
Alba,Pique,2014/2015,67
Alba,Pique,2015/2016,53
Alba,Puyol,2012/2013,66
Alba,Rafinha,2014/2015,85
Alba,Rafinha,2015/2016,23
Alba,Samper,2015/2016,5
Alba,Sandro,2014/2015,16
Alba,Sandro,2015/2016,13
Alba,Sergi Roberto,2013/2014,2
Alba,Sergi Roberto,2014/2015,21
Alba,Sergi Roberto,2015/2016,72
Alba,Song,2012/2013,63
Alba,Song,2013/2014,11
Alba,Suarez,2014/2015,136
Alba,Suarez,2015/2016,200
Alba,Tello,2012/2013,88
Alba,Tello,2013/2014,16
Alba,Thiago,2012/2013,50
Alba,Valdes,2012/2013,37
Alba,Valdes,2013/2014,10
Alba,Vermaelen,2015/2016,49
Alba,Vidal,2015/2016,3
Alba,Villa,2012/2013,130
Alba,Xavi,2012/2013,197
Alba,Xavi,2013/2014,56
Alba,Xavi,2014/2015,119
Alba,ter Stegen,2015/2016,7
Alexis,Abidal,2011/2012,17
Alexis,Adriano,2011/2012,12
Alexis,Adriano,2012/2013,31
Alexis,Adriano,2013/2014,17
Alexis,Alba,2012/2013,63
Alexis,Alba,2013/2014,5
Alexis,Bartra,2012/2013,1
Alexis,Bartra,2013/2014,13
Alexis,Busquets,2011/2012,19
Alexis,Busquets,2012/2013,15
Alexis,Busquets,2013/2014,35
Alexis,Cuenca,2011/2012,10
Alexis,Dani Alves,2011/2012,79
Alexis,Dani Alves,2012/2013,123
Alexis,Dani Alves,2013/2014,185
Alexis,Dongou,2013/2014,1
Alexis,Fabregas,2011/2012,63
Alexis,Fabregas,2012/2013,69
Alexis,Fabregas,2013/2014,83
Alexis,Iniesta,2011/2012,67
Alexis,Iniesta,2012/2013,46
Alexis,Iniesta,2013/2014,32
Alexis,Jonathan dos Santos,2011/2012,4
Alexis,Kéita,2011/2012,20
Alexis,Mascherano,2011/2012,20
Alexis,Mascherano,2012/2013,3
Alexis,Mascherano,2013/2014,3
Alexis,Maxwell,2011/2012,10
Alexis,Messi,2011/2012,145
Alexis,Messi,2012/2013,107
Alexis,Messi,2013/2014,139
Alexis,Montoya,2011/2012,18
Alexis,Montoya,2013/2014,21
Alexis,Neymar,2013/2014,16
Alexis,Pedro,2011/2012,24
Alexis,Pedro,2012/2013,21
Alexis,Pedro,2013/2014,36
Alexis,Pinto,2013/2014,1
Alexis,Pique,2011/2012,16
Alexis,Pique,2012/2013,10
Alexis,Pique,2013/2014,10
Alexis,Puyol,2011/2012,10
Alexis,Puyol,2012/2013,3
Alexis,Sergi Roberto,2011/2012,7
Alexis,Sergi Roberto,2013/2014,6
Alexis,Song,2012/2013,30
Alexis,Song,2013/2014,13
Alexis,Tello,2011/2012,4
Alexis,Tello,2012/2013,4
Alexis,Tello,2013/2014,4
Alexis,Thiago,2011/2012,57
Alexis,Thiago,2012/2013,45
Alexis,Valdes,2011/2012,2
Alexis,Villa,2011/2012,5
Alexis,Villa,2012/2013,21
Alexis,Xavi,2011/2012,58
Alexis,Xavi,2012/2013,53
Alexis,Xavi,2013/2014,92
Arda,Adriano,2015/2016,16
Arda,Alba,2015/2016,47
Arda,Bartra,2015/2016,4
Arda,Bravo,2015/2016,1
Arda,Busquets,2015/2016,66
Arda,Dani Alves,2015/2016,39
Arda,Iniesta,2015/2016,22
Arda,Ivan Rakitić,2015/2016,31
Arda,Mascherano,2015/2016,34
Arda,Mathieu,2015/2016,21
Arda,Messi,2015/2016,66
Arda,Munir,2015/2016,17
Arda,Neymar,2015/2016,80
Arda,Pique,2015/2016,28
Arda,Samper,2015/2016,4
Arda,Sergi Roberto,2015/2016,38
Arda,Suarez,2015/2016,47
Arda,Vermaelen,2015/2016,4
Arda,Vidal,2015/2016,48
Bartra,Adriano,2012/2013,3
Bartra,Adriano,2013/2014,39
Bartra,Adriano,2014/2015,47
Bartra,Adriano,2015/2016,29
Bartra,Afellay,2011/2012,1
Bartra,Alba,2012/2013,4
Bartra,Alba,2013/2014,7
Bartra,Alba,2014/2015,52
Bartra,Alba,2015/2016,20
Bartra,Alexis,2012/2013,10
Bartra,Alexis,2013/2014,22
Bartra,Arda,2015/2016,3
Bartra,Bravo,2014/2015,38
Bartra,Bravo,2015/2016,31
Bartra,Busquets,2009/2010,3
Bartra,Busquets,2012/2013,1
Bartra,Busquets,2013/2014,114
Bartra,Busquets,2014/2015,32
Bartra,Busquets,2015/2016,29
Bartra,Cuenca,2011/2012,1
Bartra,Dani Alves,2011/2012,6
Bartra,Dani Alves,2012/2013,11
Bartra,Dani Alves,2013/2014,82
Bartra,Dani Alves,2014/2015,51
Bartra,Dani Alves,2015/2016,53
Bartra,Douglas,2014/2015,4
Bartra,Fabregas,2011/2012,4
Bartra,Fabregas,2012/2013,10
Bartra,Fabregas,2013/2014,34
Bartra,Gumbau,2015/2016,3
Bartra,Iniesta,2012/2013,2
Bartra,Iniesta,2013/2014,32
Bartra,Iniesta,2014/2015,11
Bartra,Iniesta,2015/2016,6
Bartra,Ivan Rakitić,2014/2015,43
Bartra,Ivan Rakitić,2015/2016,19
Bartra,Jonathan dos Santos,2012/2013,1
Bartra,Kéita,2011/2012,3
Bartra,Mascherano,2011/2012,2
Bartra,Mascherano,2012/2013,4
Bartra,Mascherano,2013/2014,63
Bartra,Mascherano,2014/2015,82
Bartra,Mascherano,2015/2016,61
Bartra,Masip,2014/2015,2
Bartra,Mathieu,2014/2015,51
Bartra,Mathieu,2015/2016,3
Bartra,Messi,2009/2010,2
Bartra,Messi,2011/2012,1
Bartra,Messi,2012/2013,5
Bartra,Messi,2013/2014,30
Bartra,Messi,2014/2015,48
Bartra,Messi,2015/2016,7
Bartra,Montoya,2012/2013,2
Bartra,Montoya,2013/2014,26
Bartra,Montoya,2014/2015,26
Bartra,Munir,2014/2015,4
Bartra,Munir,2015/2016,6
Bartra,Neymar,2013/2014,6
Bartra,Neymar,2014/2015,25
Bartra,Neymar,2015/2016,10
Bartra,Pedro,2009/2010,2
Bartra,Pedro,2011/2012,2
Bartra,Pedro,2012/2013,2
Bartra,Pedro,2013/2014,21
Bartra,Pedro,2014/2015,14
Bartra,Pinto,2011/2012,3
Bartra,Pinto,2012/2013,2
Bartra,Pinto,2013/2014,15
Bartra,Pique,2012/2013,18
Bartra,Pique,2013/2014,50
Bartra,Pique,2014/2015,51
Bartra,Pique,2015/2016,32
Bartra,Puyol,2009/2010,3
Bartra,Puyol,2013/2014,41
Bartra,Rafinha,2014/2015,39
Bartra,Rafinha,2015/2016,2
Bartra,Samper,2015/2016,2
Bartra,Sandro,2015/2016,1
Bartra,Sergi Roberto,2013/2014,3
Bartra,Sergi Roberto,2014/2015,36
Bartra,Sergi Roberto,2015/2016,10
Bartra,Song,2012/2013,12
Bartra,Song,2013/2014,47
Bartra,Suarez,2014/2015,8
Bartra,Suarez,2015/2016,12
Bartra,Tello,2012/2013,8
Bartra,Thiago,2012/2013,10
Bartra,Valdes,2009/2010,1
Bartra,Valdes,2012/2013,4
Bartra,Valdes,2013/2014,38
Bartra,Vermaelen,2014/2015,6
Bartra,Vermaelen,2015/2016,8
Bartra,Vidal,2015/2016,5
Bartra,Villa,2012/2013,6
Bartra,Xavi,2009/2010,1
Bartra,Xavi,2012/2013,1
Bartra,Xavi,2013/2014,91
Bartra,Xavi,2014/2015,41
Bartra,Zlatan Ibrahimović,2009/2010,2
Bartra,ter Stegen,2015/2016,14
Belletti,Abella,2004/2005,1
Belletti,Deco,2004/2005,58
Belletti,Deco,2005/2006,24
Belletti,Deco,2006/2007,7
Belletti,Edmilson,2005/2006,25
Belletti,Edmilson,2006/2007,11
Belletti,Gabri,2005/2006,2
Belletti,Giuly,2004/2005,36
Belletti,Giuly,2005/2006,7
Belletti,Gudjohnsen,2006/2007,3
Belletti,Iniesta,2004/2005,24
Belletti,Iniesta,2005/2006,14
Belletti,Iniesta,2006/2007,12
Belletti,Larsson,2004/2005,8
Belletti,Larsson,2005/2006,12
Belletti,Marquez,2004/2005,29
Belletti,Marquez,2005/2006,28
Belletti,Marquez,2006/2007,8
Belletti,Maxi Lopez,2004/2005,2
Belletti,Maxi Lopez,2005/2006,2
Belletti,Messi,2004/2005,7
Belletti,Messi,2005/2006,35
Belletti,Messi,2006/2007,24
Belletti,Motta,2004/2005,10
Belletti,Motta,2005/2006,5
Belletti,Motta,2006/2007,1
Belletti,Oleguer,2004/2005,15
Belletti,Oleguer,2005/2006,15
Belletti,Puyol,2004/2005,18
Belletti,Puyol,2005/2006,42
Belletti,Puyol,2006/2007,7
Belletti,Ronaldinho,2004/2005,34
Belletti,Ronaldinho,2005/2006,15
Belletti,Ronaldinho,2006/2007,8
Belletti,Samuel Eto''o Fils,2004/2005,20
Belletti,Samuel Eto''o Fils,2005/2006,56
Belletti,Samuel Eto''o Fils,2006/2007,6
Belletti,Saviola,2006/2007,7
Belletti,Sylvinho,2005/2006,2
Belletti,Thuram,2006/2007,24
Belletti,Valdes,2004/2005,4
Belletti,Valdes,2005/2006,10
Belletti,Valdes,2006/2007,1
Belletti,Xavi,2004/2005,48
Belletti,Xavi,2005/2006,15
Belletti,Xavi,2006/2007,31
Belletti,van Bommel,2005/2006,10
Belletti,van Bronckhorst,2004/2005,5
Belletti,van Bronckhorst,2005/2006,2
Belletti,van Bronckhorst,2006/2007,1
Bojan,Abidal,2007/2008,14
Bojan,Abidal,2008/2009,3
Bojan,Abidal,2009/2010,10
Bojan,Abidal,2010/2011,8
Bojan,Adriano,2010/2011,8
Bojan,Afellay,2010/2011,3
Bojan,Busquets,2008/2009,8
Bojan,Busquets,2009/2010,21
Bojan,Busquets,2010/2011,7
Bojan,Dani Alves,2008/2009,23
Bojan,Dani Alves,2009/2010,8
Bojan,Dani Alves,2010/2011,28
Bojan,Deco,2007/2008,24
Bojan,Edmilson,2007/2008,6
Bojan,Giovano,2007/2008,12
Bojan,Gudjohnsen,2007/2008,9
Bojan,Gudjohnsen,2008/2009,2
Bojan,Henry,2007/2008,28
Bojan,Henry,2008/2009,7
Bojan,Henry,2009/2010,5
Bojan,Iniesta,2007/2008,25
Bojan,Iniesta,2008/2009,9
Bojan,Iniesta,2009/2010,21
Bojan,Iniesta,2010/2011,25
Bojan,Jeffren,2009/2010,4
Bojan,Jeffren,2010/2011,1
Bojan,Jonathan dos Santos,2009/2010,2
Bojan,Kéita,2008/2009,4
Bojan,Kéita,2009/2010,23
Bojan,Kéita,2010/2011,25
Bojan,Marquez,2007/2008,4
Bojan,Marquez,2008/2009,2
Bojan,Marquez,2009/2010,1
Bojan,Mascherano,2010/2011,7
Bojan,Maxwell,2009/2010,42
Bojan,Maxwell,2010/2011,11
Bojan,Messi,2007/2008,38
Bojan,Messi,2008/2009,17
Bojan,Messi,2009/2010,55
Bojan,Messi,2010/2011,39
Bojan,Milito,2007/2008,2
Bojan,Milito,2009/2010,1
Bojan,Milito,2010/2011,4
Bojan,Oleguer,2007/2008,6
Bojan,Pedro,2008/2009,2
Bojan,Pedro,2009/2010,11
Bojan,Pedro,2010/2011,6
Bojan,Pique,2008/2009,1
Bojan,Pique,2009/2010,5
Bojan,Pique,2010/2011,6
Bojan,Puyol,2007/2008,6
Bojan,Puyol,2008/2009,4
Bojan,Puyol,2009/2010,14
Bojan,Ronaldinho,2007/2008,9
Bojan,Rueda,2007/2008,2
Bojan,Samuel Eto''o Fils,2007/2008,12
Bojan,Samuel Eto''o Fils,2008/2009,6
Bojan,Sylvinho,2007/2008,23
Bojan,Sylvinho,2008/2009,8
Bojan,Thiago,2009/2010,1
Bojan,Thiago,2010/2011,7
Bojan,Thuram,2007/2008,1
Bojan,Toure,2007/2008,11
Bojan,Toure,2008/2009,3
Bojan,Toure,2009/2010,26
Bojan,Valdes,2007/2008,1
Bojan,Valdes,2009/2010,1
Bojan,Villa,2010/2011,16
Bojan,Xavi,2007/2008,26
Bojan,Xavi,2008/2009,24
Bojan,Xavi,2009/2010,45
Bojan,Xavi,2010/2011,23
Bojan,Zambrotta,2007/2008,12
Bojan,Zlatan Ibrahimović,2009/2010,2
Bravo,Adriano,2014/2015,18
Bravo,Adriano,2015/2016,10
Bravo,Alba,2014/2015,82
Bravo,Alba,2015/2016,82
Bravo,Arda,2015/2016,16
Bravo,Bartra,2014/2015,48
Bravo,Bartra,2015/2016,25
Bravo,Busquets,2014/2015,57
Bravo,Busquets,2015/2016,69
Bravo,Dani Alves,2014/2015,45
Bravo,Dani Alves,2015/2016,40
Bravo,Douglas,2014/2015,2
Bravo,Gumbau,2015/2016,1
Bravo,Iniesta,2014/2015,15
Bravo,Iniesta,2015/2016,14
Bravo,Ivan Rakitić,2014/2015,28
Bravo,Ivan Rakitić,2015/2016,27
Bravo,Mascherano,2014/2015,132
Bravo,Mascherano,2015/2016,174
Bravo,Mathieu,2014/2015,111
Bravo,Mathieu,2015/2016,68
Bravo,Messi,2014/2015,33
Bravo,Messi,2015/2016,19
Bravo,Montoya,2014/2015,15
Bravo,Munir,2014/2015,10
Bravo,Munir,2015/2016,5
Bravo,Neymar,2014/2015,39
Bravo,Neymar,2015/2016,42
Bravo,Pedro,2014/2015,14
Bravo,Pique,2014/2015,128
Bravo,Pique,2015/2016,184
Bravo,Rafinha,2014/2015,13
Bravo,Rafinha,2015/2016,5
Bravo,Samper,2015/2016,4
Bravo,Sandro,2015/2016,7
Bravo,Sergi Roberto,2014/2015,12
Bravo,Sergi Roberto,2015/2016,27
Bravo,Suarez,2014/2015,47
Bravo,Suarez,2015/2016,72
Bravo,Vermaelen,2015/2016,48
Bravo,Vidal,2015/2016,9
Bravo,Xavi,2014/2015,19
Busquets,Abidal,2008/2009,58
Busquets,Abidal,2009/2010,46
Busquets,Abidal,2010/2011,155
Busquets,Abidal,2011/2012,112
Busquets,Adriano,2010/2011,37
Busquets,Adriano,2011/2012,80
Busquets,Adriano,2012/2013,67
Busquets,Adriano,2013/2014,90
Busquets,Adriano,2014/2015,38
Busquets,Adriano,2015/2016,28
Busquets,Afellay,2010/2011,38
Busquets,Afellay,2011/2012,5
Busquets,Afellay,2013/2014,1
Busquets,Alba,2012/2013,151
Busquets,Alba,2013/2014,64
Busquets,Alba,2014/2015,153
Busquets,Alba,2015/2016,190
Busquets,Alexis,2011/2012,47
Busquets,Alexis,2012/2013,34
Busquets,Alexis,2013/2014,39
Busquets,Arda,2015/2016,47
Busquets,Bartra,2009/2010,4
Busquets,Bartra,2012/2013,9
Busquets,Bartra,2013/2014,74
Busquets,Bartra,2014/2015,30
Busquets,Bartra,2015/2016,13
Busquets,Bojan,2008/2009,8
Busquets,Bojan,2009/2010,25
Busquets,Bojan,2010/2011,11
Busquets,Bravo,2014/2015,19
Busquets,Bravo,2015/2016,28
Busquets,Caceres,2008/2009,16
Busquets,Chygrynskiy,2009/2010,68
Busquets,Cuenca,2011/2012,31
Busquets,Dani Alves,2008/2009,97
Busquets,Dani Alves,2009/2010,170
Busquets,Dani Alves,2010/2011,194
Busquets,Dani Alves,2011/2012,162
Busquets,Dani Alves,2012/2013,123
Busquets,Dani Alves,2013/2014,192
Busquets,Dani Alves,2014/2015,224
Busquets,Dani Alves,2015/2016,151
